ilan_no,mahalle,ilce,il,fiyat,brut_m2,net_m2,oda_sayisi,banyo_sayisi,kat_sayisi,bulundugu_kat,bina_yasi,isinma,esya_durumu,kullanim_durumu,tapu_durumu,cephe,aidat,url
31316-9928,Gültepe,Küçükçekmece,İstanbul,4.175.000 TL,85,80,3 + 1,1,3 Katlı,Yüksek Giriş,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,250 TL,https://www.hepsiemlak.com/istanbul-kucukcekmece-gultepe-satilik/daire/31316-9928
101119-326,Merkez,Çekmeköy,İstanbul,4.100.000 TL,55,45,1 + 1,1,5 Katlı,Bahçe Katı,5 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-cekmekoy-merkez-satilik/daire/101119-326
170059-5,Bağlarbaşı,Gaziosmanpaşa,İstanbul,5.400.000 TL,85,75,2 + 1,1,4 Katlı,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Doğu, Batı",600 TL,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-baglarbasi-satilik/daire/170059-5
88886-608,Bahçeşehir 2. Kısım,Başakşehir,İstanbul,5.600.000 TL,91,74,1 + 1,1,19 Katlı,18. Kat,11 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,Doğu,6.500 TL,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-satilik/daire/88886-608
5956-6555,Valide-i Atik,Üsküdar,İstanbul,10.250.000 TL,150,140,3 + 1,2,5 Katlı,Yüksek Giriş,12 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",300 TL,https://www.hepsiemlak.com/istanbul-uskudar-valide-i-atik-satilik/daire/5956-6555
6428-6129,Haznedar,Güngören,İstanbul,8.450.000 TL,90,75,2 + 1,2,5 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-gungoren-haznedar-satilik/daire/6428-6129
34400-5352,Göztepe,Kadıköy,İstanbul,13.990.000 TL,85,70,2 + 1,1,11 Katlı,Yüksek Giriş,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Doğu,2.000 TL,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-satilik/daire/34400-5352
1075-6877,Yeşilköy,Bakırköy,İstanbul,34.000.000 TL,158,110,3 + 1,2,4 Katlı,4. Kat,2 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Kuzey, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-bakirkoy-yesilkoy-satilik/daire/1075-6877
61827-1985,Merkez,Şişli,İstanbul,7.500.000 TL,85,80,1 + 1,1,5 Katlı,Bahçe Katı,45 Yaşında,Merkezi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-sisli-merkez-satilik/daire/61827-1985
122060-871,Fatih,Silivri,İstanbul,4.250.000 TL,185,80,2 + 1,1,,Bahçe Katı,31 Yaşında,Doğalgaz Sobası,Eşyalı Değil,Boş,Arsa,,,https://www.hepsiemlak.com/istanbul-silivri-fatih-satilik/mustakil-ev/122060-871
66881-977,Kavaklı,Beylikdüzü,İstanbul,9.000.000 TL,220,200,4 + 2,3,5 Katlı,4. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Güney,300 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/66881-977
36122-1997,Siyavuşpaşa,Bahçelievler,İstanbul,6.100.000 TL,130,120,3 + 1,1,5 Katlı,3. Kat,31 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Güney",,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/36122-1997
39816-517,Çırçır,Eyüpsultan,İstanbul,7.100.000 TL,100,85,2 + 1,1,7 Katlı,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Tapu Yok,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-eyupsultan-circir-satilik/daire/39816-517
104215-1817,Denizköşkler,Avcılar,İstanbul,8.950.000 TL,154,146,3 + 1,2,5 Katlı,1. Kat,3 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,Güney,500 TL,https://www.hepsiemlak.com/istanbul-avcilar-denizkoskler-satilik/daire/104215-1817
160909-83,Sultan Murat,Küçükçekmece,İstanbul,12.200.000 TL,185,180,4 + 2,2,4 Katlı,3. Kat,3 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Güney,400 TL,https://www.hepsiemlak.com/istanbul-kucukcekmece-sultan-murat-satilik/daire/160909-83
31770-39120,Göztepe,Kadıköy,İstanbul,19.450.000 TL,110,80,3 + 1,1,7 Katlı,Yüksek Giriş,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Batı,,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-satilik/daire/31770-39120
36118-18210,Mehmet Akif,Ümraniye,İstanbul,7.600.000 TL,130,110,3 + 1,3,4 Katlı,Yüksek Giriş,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu",1.000 TL,https://www.hepsiemlak.com/istanbul-umraniye-mehmet-akif-satilik/daire/36118-18210
128689-461,İncirtepe,Esenyurt,İstanbul,1.299.000 TL,95,80,2 + 1,1,6 Katlı,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Tapu Yok,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-esenyurt-incirtepe-satilik/daire/128689-461
58568-8217,Şirinevler,Bahçelievler,İstanbul,7.500.000 TL,200,180,4 + 0,2,5 Katlı,5. Kat,14 Yaşında,Kombi,,Kiracılı,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-bahcelievler-sirinevler-satilik/daire/58568-8217
165769-537,Mehmet Akif,Sultanbeyli,İstanbul,3.350.000 TL,90,70,2 + 1,1,6 Katlı,Yüksek Giriş,1 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,"Kuzey, Batı",,https://www.hepsiemlak.com/istanbul-sultanbeyli-mehmet-akif-satilik/daire/165769-537
168150-500,Altıntepe,Maltepe,İstanbul,6.700.000 TL,50,45,1 + 1,1,4 Katlı,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/168150-500
169000-65,Sarıgazi,Sancaktepe,İstanbul,13.750.000 TL,145,130,3 + 1,1,6 Katlı,1. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",8.600 TL,https://www.hepsiemlak.com/istanbul-sancaktepe-sarigazi-satilik/daire/169000-65
45672-802,Bağlarbaşı,Gaziosmanpaşa,İstanbul,6.300.000 TL,95,75,2 + 1,1,9 Katlı,8. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,Kuzey,3.850 TL,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-baglarbasi-satilik/daire/45672-802
17993-45237,Emniyettepe,Eyüpsultan,İstanbul,8.900.000 TL,110,100,3 + 1,1,6 Katlı,5. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/istanbul-eyupsultan-emniyettepe-satilik/daire/17993-45237
169395-83,Yenimahalle,Bağcılar,İstanbul,7.850.000 TL,115,72,2 + 1,1,14 Katlı,13. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu",,https://www.hepsiemlak.com/istanbul-bagcilar-yenimahalle-satilik/daire/169395-83
1739-6857,Bahçelievler,Bahçelievler,İstanbul,15.350.000 TL,125,110,3 + 1,2,6 Katlı,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-satilik/daire/1739-6857
3447-22647,Aydınevler,Maltepe,İstanbul,9.750.000 TL,140,125,3 + 1,2,2 Katlı,1. Kat,11 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/istanbul-maltepe-aydinevler-satilik/daire/3447-22647
159866-657,Tatlısu,Ümraniye,İstanbul,10.600.000 TL,110,100,3 + 1,2,16 Katlı,6. Kat,6 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-umraniye-tatlisu-satilik/daire/159866-657
92946-1849,Göztepe,Kadıköy,İstanbul,22.950.000 TL,105,83,2 + 1,2,7 Katlı,5. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-satilik/daire/92946-1849
159853-24,Bağlarbaşı,Maltepe,İstanbul,14.000.000 TL,215,200,3 + 1,1,6 Katlı,2. Kat,21 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu",750 TL,https://www.hepsiemlak.com/istanbul-maltepe-baglarbasi-satilik/daire/159853-24
138321-1173,Talatpaşa,Esenyurt,İstanbul,2.649.000 TL,105,94,2 + 1,1,5 Katlı,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Yabancıdan,Güney,,https://www.hepsiemlak.com/istanbul-esenyurt-talatpasa-satilik/daire/138321-1173
133917-676,Barış,Beylikdüzü,İstanbul,6.500.000 TL,160,140,3 + 1,2,14 Katlı,5. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-beylikduzu-baris-satilik/daire/133917-676
165552-3,İnönü,Küçükçekmece,İstanbul,10.500.000 TL,210,200,4 + 2,2,4 Katlı,3. Kat,11 Yaşında,Kombi,,Mülk Sahibi,Kat İrtifakı,"Kuzey, Güney",,https://www.hepsiemlak.com/istanbul-kucukcekmece-inonu-satilik/daire/165552-3
6181-24437,Atalar,Kartal,İstanbul,14.000.000 TL,110,90,3 + 1,2,10 Katlı,4. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu",,https://www.hepsiemlak.com/istanbul-kartal-atalar-satilik/daire/6181-24437
162949-571,Mavigöl,Arnavutköy,İstanbul,53.000.000 TL,325,275,5 + 2,4,2 Katlı,Bahçe Katı,11 Yaşında,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-arnavutkoy-mavigol-satilik/villa/162949-571
142265-451,Mehterçeşme,Esenyurt,İstanbul,3.480.000 TL,120,100,2 + 1,1,5 Katlı,Ara Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-esenyurt-mehtercesme-satilik/daire/142265-451
692590-417,Aydınevler,Maltepe,İstanbul,8.500.000 TL,126,110,3 + 1,1,4 Katlı,2. Kat,1 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",4.000 TL,https://www.hepsiemlak.com/istanbul-maltepe-aydinevler-satilik/daire/692590-417
137450-728,İnönü,Esenyurt,İstanbul,3.980.000 TL,110,89,2 + 1,1,5 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",100 TL,https://www.hepsiemlak.com/istanbul-esenyurt-inonu-satilik/daire/137450-728
168757-26,Ziya Gökalp,Başakşehir,İstanbul,10.400.000 TL,120,100,3 + 1,2,9 Katlı,3. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Tapu Yok,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-basaksehir-ziya-gokalp-satilik/daire/168757-26
2608-7416,Sümer,Zeytinburnu,İstanbul,9.500.000 TL,63,45,1 + 1,1,18 Katlı,Ara Kat,11 Yaşında,Merkezi (Pay Öl...,Eşyalı,Boş,Kat Mülkiyeti,,8.000 TL,https://www.hepsiemlak.com/istanbul-zeytinburnu-sumer-satilik/residence/2608-7416
145691-158,Marmara,Beylikdüzü,İstanbul,2.975.000 TL,110,100,2 + 1,2,5 Katlı,4. Kat,5 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",300 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-marmara-satilik/daire/145691-158
168411-155,Yakuplu,Beylikdüzü,İstanbul,3.000.000 TL,132,117,2 + 1,2,6 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Yabancıdan,Güney,,https://www.hepsiemlak.com/istanbul-beylikduzu-yakuplu-satilik/daire/168411-155
169825-53,Cebeci,Sultangazi,İstanbul,6.490.000 TL,90,80,2 + 1,1,4 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Doğu, Batı",,https://www.hepsiemlak.com/istanbul-sultangazi-cebeci-satilik/daire/169825-53
43372-3502,Kocasinan Merkez,Bahçelievler,İstanbul,8.250.000 TL,200,175,4 + 2,3,2 Katlı,2. Kat,12 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-bahcelievler-kocasinan-merkez-satilik/daire/43372-3502
150747-628,Seyrantepe,Kağıthane,İstanbul,3.800.000 TL,70,60,2 + 1,1,7 Katlı,3. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-kagithane-seyrantepe-satilik/daire/150747-628
143828-161,Mehmet Akif,Sultanbeyli,İstanbul,3.650.000 TL,85,75,2 + 2,1,6 Katlı,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-sultanbeyli-mehmet-akif-satilik/daire/143828-161
135253-947,Suadiye,Kadıköy,İstanbul,41.950.000 TL,135,100,3 + 1,2,11 Katlı,9. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,İntifa Hakkı Te...,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/135253-947
118929-519,Zümrütevler,Maltepe,İstanbul,5.475.000 TL,85,80,2 + 1,1,4 Katlı,1. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Doğu, Batı",200 TL,https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-satilik/daire/118929-519
133139-2064,Yavuz Selim,Sultanbeyli,İstanbul,4.769.999 TL,85,75,2 + 1,2,5 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-sultanbeyli-yavuz-selim-satilik/daire/133139-2064
148484-356,Kavaklı,Beylikdüzü,İstanbul,6.950.000 TL,125,105,3 + 1,2,3 Katlı,2. Kat,5 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/148484-356
4355-136907,Bostancı,Kadıköy,İstanbul,23.000.000 TL,150,118,3 + 1,2,14 Katlı,4. Kat,18 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",8.500 TL,https://www.hepsiemlak.com/istanbul-kadikoy-bostanci-satilik/daire/4355-136907
169082-21,Adnan Kahveci,Beylikdüzü,İstanbul,6.950.000 TL,150,135,3 + 1,2,5 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu, Batı",750 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-satilik/daire/169082-21
147517-41,Aydınlı,Tuzla,İstanbul,4.800.000 TL,62,43,1 + 1,1,16 Katlı,4. Kat,6 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Doğu,3.950 TL,https://www.hepsiemlak.com/istanbul-tuzla-aydinli-satilik/daire/147517-41
6060-44366,Altıntepe,Maltepe,İstanbul,8.400.000 TL,120,100,3 + 1,1,4 Katlı,2. Kat,35 Yaşında,Merkezi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu",500 TL,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/6060-44366
147000-27,Güneştepe,Güngören,İstanbul,8.990.000 TL,110,85,2 + 1,2,6 Katlı,2. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-gungoren-gunestepe-satilik/daire/147000-27
151853-442,Yeşilova,Küçükçekmece,İstanbul,8.750.000 TL,165,150,3 + 2,2,3 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-kucukcekmece-yesilova-satilik/daire/151853-442
84310-2315,Atakent,Küçükçekmece,İstanbul,10.200.000 TL,132,115,3 + 1,1,17 Katlı,15. Kat,16 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,Kuzey,3.000 TL,https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-satilik/daire/84310-2315
164804-184,Sultan Murat,Küçükçekmece,İstanbul,4.500.000 TL,70,65,2 + 1,1,3 Katlı,Yüksek Giriş,5 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-kucukcekmece-sultan-murat-satilik/daire/164804-184
151320-312,Bahçelievler,Bahçelievler,İstanbul,19.750.000 TL,320,300,5 + 2,2,4 Katlı,4. Kat,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-satilik/daire/151320-312
168920-110,Hadımköy,Arnavutköy,İstanbul,4.600.000 TL,190,175,4 + 2,2,5 Katlı,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Yabancıdan,Güney,,https://www.hepsiemlak.com/istanbul-arnavutkoy-hadimkoy-satilik/daire/168920-110
86354-1374,Siyavuşpaşa,Bahçelievler,İstanbul,3.290.000 TL,90,80,2 + 1,1,6 Katlı,5. Kat,40 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Arsa,,250 TL,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/86354-1374
126306-201,Esenkent,Ümraniye,İstanbul,6.250.000 TL,88,75,2 + 1,1,5 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-umraniye-esenkent-satilik/daire/126306-201
120587-837,İdealtepe,Maltepe,İstanbul,12.950.000 TL,125,109,3 + 1,2,5 Katlı,1. Kat,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-maltepe-idealtepe-satilik/daire/120587-837
162223-260,Kavaklı,Beylikdüzü,İstanbul,12.500.000 TL,165,145,3 + 1,2,5 Katlı,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,750 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/162223-260
62761-869,Doğu,Pendik,İstanbul,8.350.000 TL,90,70,2 + 1,1,10 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-pendik-dogu-satilik/daire/62761-869
158863-156,Güllü Bağlar,Pendik,İstanbul,5.500.000 TL,85,70,2 + 1,1,8 Katlı,5. Kat,6 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-pendik-gullu-baglar-satilik/daire/158863-156
168767-17,Atakent,Küçükçekmece,İstanbul,36.250.000 TL,198,145,3 + 1,2,5 Katlı,Bahçe Katı,5 Yaşında,Yerden Isıtma,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-satilik/daire/168767-17
7499-17306,Çengelköy,Üsküdar,İstanbul,26.000.000 TL,300,280,5 + 2,2,3 Katlı,,27 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-uskudar-cengelkoy-satilik/villa/7499-17306
169073-1,Güven,Güngören,İstanbul,13.700.000 TL,180,150,4 + 1,2,4 Katlı,3. Kat,16 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu, Batı",750 TL,https://www.hepsiemlak.com/istanbul-gungoren-guven-satilik/daire/169073-1
165029-25,Siyavuşpaşa,Bahçelievler,İstanbul,7.450.000 TL,100,80,2 + 1,1,5 Katlı,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Doğu,,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/165029-25
168929-9,Hamidiye,Çekmeköy,İstanbul,4.400.000 TL,100,78,2 + 1,1,3 Katlı,Bahçe Katı,11 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,"Kuzey, Güney, Batı",300 TL,https://www.hepsiemlak.com/istanbul-cekmekoy-hamidiye-satilik/daire/168929-9
146253-281,Kavaklı,Beylikdüzü,İstanbul,5.590.000 TL,125,115,3 + 1,1,5 Katlı,2. Kat,5 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/146253-281
66267-1257,Çırçır,Eyüpsultan,İstanbul,7.850.000 TL,110,100,3 + 1,1,5 Katlı,3. Kat,8 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-eyupsultan-circir-satilik/daire/66267-1257
139012-856,Orta,Kartal,İstanbul,13.250.000 TL,157,106,3 + 1,3,24 Katlı,14. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-kartal-orta-satilik/daire/139012-856
128706-1217,Uğur Mumcu,Sultangazi,İstanbul,11.000.000 TL,130,120,3 + 1,2,12 Katlı,10. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Tapu Yok,Güney,100 TL,https://www.hepsiemlak.com/istanbul-sultangazi-ugur-mumcu-satilik/daire/128706-1217
1670-3685,Abdurrahmangazi,Sancaktepe,İstanbul,6.150.000 TL,80,65,2 + 1,1,5 Katlı,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-sancaktepe-abdurrahmangazi-satilik/daire/1670-3685
167147-113,Bahçeşehir 1. Kısım,Başakşehir,İstanbul,13.600.000 TL,184,140,3 + 1,2,19 Katlı,5. Kat,6 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-1-kisim-satilik/daire/167147-113
166812-7,Ekşioğlu,Çekmeköy,İstanbul,28.500.000 TL,405,330,5 + 1,3,3 Katlı,,1 Yaşında,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-cekmekoy-eksioglu-satilik/villa/166812-7
2908-9490,Kozyatağı,Kadıköy,İstanbul,31.000.000 TL,192,150,4 + 1,2,18 Katlı,5. Kat,18 Yaşında,Merkezi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-kadikoy-kozyatagi-satilik/daire/2908-9490
164651-22,Esenler,Pendik,İstanbul,5.750.000 TL,95,85,2 + 1,1,7 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,"Kuzey, Doğu, Batı",1.000 TL,https://www.hepsiemlak.com/istanbul-pendik-esenler-satilik/daire/164651-22
140491-247,Haznedar,Güngören,İstanbul,6.400.000 TL,115,100,3 + 1,1,6 Katlı,Kot 1,23 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-gungoren-haznedar-satilik/daire/140491-247
131435-325,Hürriyet,Büyükçekmece,İstanbul,6.400.000 TL,260,250,4 + 2,2,3 Katlı,3. Kat,15 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",100 TL,https://www.hepsiemlak.com/istanbul-buyukcekmece-hurriyet-satilik/daire/131435-325
4286-7837,Kozyatağı,Kadıköy,İstanbul,14.950.000 TL,100,80,3 + 1,2,8 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-kadikoy-kozyatagi-satilik/daire/4286-7837
85708-3755,Yıldıztepe,Bağcılar,İstanbul,3.175.000 TL,87,80,2 + 0,1,3 Katlı,4. Kat,24 Yaşında,Kombi,Eşyalı Değil,Boş,Arsa,Güney,200 TL,https://www.hepsiemlak.com/istanbul-bagcilar-yildiztepe-satilik/daire/85708-3755
5630-6542,Feyzullah,Maltepe,İstanbul,13.000.000 TL,120,85,3 + 1,1,5 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-maltepe-feyzullah-satilik/daire/5630-6542
16829-2745,Kordonboyu,Kartal,İstanbul,9.000.000 TL,105,95,3 + 1,1,7 Katlı,1. Kat,20 Yaşında,Merkezi,Eşyalı Değil,Boş,Kat Mülkiyeti,Doğu,1.500 TL,https://www.hepsiemlak.com/istanbul-kartal-kordonboyu-satilik/daire/16829-2745
120150-3220,Esenevler,Ümraniye,İstanbul,17.000.000 TL,260,240,5 + 2,4,5 Katlı,4. Kat,20 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Tapu Yok,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/istanbul-umraniye-esenevler-satilik/daire/120150-3220
