ilan_no,mahalle,ilce,il,fiyat,brut_m2,net_m2,oda_sayisi,banyo_sayisi,kat_sayisi,bulundugu_kat,bina_yasi,isinma,esya_durumu,kullanim_durumu,tapu_durumu,cephe,aidat,url
6060-44296,Küçükyalı,Maltepe,İstanbul,9.400.000 TL,80,65,2 + 1,1,4 Katlı,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Tapu Yok,Güney,500 TL,https://www.hepsiemlak.com/istanbul-maltepe-kucukyali-satilik/daire/6060-44296
48423-4554,Suadiye,Kadıköy,İstanbul,41.000.000 TL,167,132,3 + 1,2,9 Katlı,6. Kat,6 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,Güney,4.000 TL,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/48423-4554
131618-585,Cennet,Küçükçekmece,İstanbul,5.750.000 TL,85,75,2 + 1,1,4 Katlı,Yüksek Giriş,2 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-satilik/daire/131618-585
2137-28145,Kozyatağı,Kadıköy,İstanbul,19.850.000 TL,145,120,3 + 1,2,13 Katlı,9. Kat,18 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-kadikoy-kozyatagi-satilik/daire/2137-28145
1049-170973,Suadiye,Kadıköy,İstanbul,25.000.000 TL,130,103,3 + 1,2,8 Katlı,7. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/1049-170973
7553-17307,Bostancı,Kadıköy,İstanbul,17.900.000 TL,120,90,3 + 1,2,13 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-kadikoy-bostanci-satilik/daire/7553-17307
164742-1189,Tevfik Bey,Küçükçekmece,İstanbul,5.650.000 TL,85,70,2 + 1,1,3 Katlı,1. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Batı,1 TL,https://www.hepsiemlak.com/istanbul-kucukcekmece-tevfik-bey-satilik/daire/164742-1189
169669-21,Mehmet Akif,Küçükçekmece,İstanbul,1.250.000 TL,55,45,1 + 1,1,6 Katlı,Bodrum,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Hisseli Tapu,Güney,,https://www.hepsiemlak.com/istanbul-kucukcekmece-mehmet-akif-satilik/daire/169669-21
2525-20023,Bahçeköy Kemer,Sarıyer,İstanbul,230.000.000 TL,625,520,7 + 3,4,4 Katlı,,16 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-sariyer-bahcekoy-kemer-satilik/villa/2525-20023
160909-85,Fevzi Çakmak,Küçükçekmece,İstanbul,4.250.000 TL,85,80,2 + 1,2,5 Katlı,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-kucukcekmece-fevzi-cakmak-satilik/daire/160909-85
150241-140,Örnek,Ataşehir,İstanbul,7.980.000 TL,90,75,2 + 1,1,4 Katlı,2. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-atasehir-ornek-satilik/daire/150241-140
147517-51,Bahçelievler,Pendik,İstanbul,4.500.000 TL,90,70,2 + 1,1,5 Katlı,5. Kat,26 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-pendik-bahcelievler-satilik/daire/147517-51
141419-431,Molla Gürani,Fatih,İstanbul,6.900.000 TL,100,90,2 + 1,1,5 Katlı,3. Kat,40 Yaşında,Kombi,Eşyalı,Boş,Kat Mülkiyeti,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-fatih-molla-gurani-satilik/daire/141419-431
169825-59,Uğur Mumcu,Sultangazi,İstanbul,7.350.000 TL,95,85,2 + 1,2,4 Katlı,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-sultangazi-ugur-mumcu-satilik/daire/169825-59
169838-6,Gümüşpınar,Kartal,İstanbul,7.200.000 TL,78,70,2 + 1,1,18 Katlı,16. Kat,5 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Yabancıdan,Güney,3.700 TL,https://www.hepsiemlak.com/istanbul-kartal-gumuspinar-satilik/daire/169838-6
153245-2849,100. Yıl,Bağcılar,İstanbul,7.200.000 TL,130,125,3 + 1,2,6 Katlı,1. Kat,6 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney, Doğu",1 TL,https://www.hepsiemlak.com/istanbul-bagcilar-100-yil-satilik/daire/153245-2849
113258-87,Atatürk,Esenyurt,İstanbul,4.780.000 TL,170,150,3 + 2,4,4 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Kuzey, Güney, Batı",,https://www.hepsiemlak.com/istanbul-esenyurt-ataturk-satilik/daire/113258-87
139662-184,Taşoluk,Arnavutköy,İstanbul,5.000.000 TL,85,70,2 + 1,1,3 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Doğu,500 TL,https://www.hepsiemlak.com/istanbul-arnavutkoy-tasoluk-satilik/daire/139662-184
79202-1384,Ünalan,Üsküdar,İstanbul,15.600.000 TL,150,115,3 + 1,2,5 Katlı,3. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Kuzey, Doğu",,https://www.hepsiemlak.com/istanbul-uskudar-unalan-satilik/daire/79202-1384
165934-149,Orhangazi,Sultanbeyli,İstanbul,5.400.000 TL,90,80,2 + 1,1,7 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-sultanbeyli-orhangazi-satilik/daire/165934-149
160760-248,Cihangir,Avcılar,İstanbul,7.350.000 TL,220,200,4 + 2,3,3 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-satilik/daire/160760-248
128033-104,Zekeriyaköy,Sarıyer,İstanbul,13.650.000 TL,79,65,1 + 1,1,2 Katlı,2. Kat,10 Yaşında,Merkezi (Pay Öl...,Eşyalı,Boş,Kat İrtifakı,Batı,6.500 TL,https://www.hepsiemlak.com/istanbul-sariyer-zekeriyakoy-satilik/daire/128033-104
139012-963,Anadolu Hisarı,Beykoz,İstanbul,16.500.000 TL,120,100,3 + 1,2,4 Katlı,2. Kat,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Hisseli Tapu,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-beykoz-anadolu-hisari-satilik/daire/139012-963
138972-275,Çırpıcı,Zeytinburnu,İstanbul,4.000.000 TL,85,75,2 + 1,1,5 Katlı,2. Kat,35 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Arsa,"Güney, Doğu",150 TL,https://www.hepsiemlak.com/istanbul-zeytinburnu-cirpici-satilik/daire/138972-275
169833-11,İnönü,Sancaktepe,İstanbul,5.350.000 TL,80,70,2 + 1,1,4 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney",300 TL,https://www.hepsiemlak.com/istanbul-sancaktepe-inonu-satilik/daire/169833-11
150797-135,Yeni Mahalle,Küçükçekmece,İstanbul,12.250.000 TL,180,170,5 + 1,2,3 Katlı,3. Kat,10 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Doğu,500 TL,https://www.hepsiemlak.com/istanbul-kucukcekmece-yeni-mahalle-satilik/daire/150797-135
162184-92,Merdivenköy,Kadıköy,İstanbul,7.500.000 TL,90,75,2 + 1,1,4 Katlı,1. Kat,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney, Doğu",,https://www.hepsiemlak.com/istanbul-kadikoy-merdivenkoy-satilik/daire/162184-92
35850-3739,Koca Mustafapaşa,Fatih,İstanbul,7.500.000 TL,100,90,2 + 1,1,5 Katlı,Ara Kat,15 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,Güney,250 TL,https://www.hepsiemlak.com/istanbul-fatih-koca-mustafapasa-satilik/daire/35850-3739
168943-48,Çırçır,Eyüpsultan,İstanbul,5.450.000 TL,85,80,2 + 1,1,3 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Tapu Yok,Doğu,,https://www.hepsiemlak.com/istanbul-eyupsultan-circir-satilik/daire/168943-48
104642-2978,Pürtelaş Hasan Efendi,Beyoğlu,İstanbul,12.000.000 TL,70,55,2 + 1,1,5 Katlı,2. Kat,40 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-beyoglu-purtelas-hasan-efendi-satilik/daire/104642-2978
165153-230,Dikilitaş,Beşiktaş,İstanbul,13.800.000 TL,72,65,2 + 1,1,10 Katlı,Yüksek Giriş,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",2.300 TL,https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-satilik/daire/165153-230
154076-15,Göktürk Merkez,Eyüpsultan,İstanbul,5.850.000 TL,70,60,1 + 1,1,4 Katlı,Yüksek Giriş,16 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-satilik/daire/154076-15
168672-1,Sakızağacı,Bakırköy,İstanbul,21.000.000 TL,125,115,3 + 1,1,4 Katlı,1. Kat,26 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Doğu,,https://www.hepsiemlak.com/istanbul-bakirkoy-sakizagaci-satilik/daire/168672-1
145307-125,Sümer,Zeytinburnu,İstanbul,6.250.000 TL,170,140,5 + 1,2,5 Katlı,4. Kat,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,Güney,400 TL,https://www.hepsiemlak.com/istanbul-zeytinburnu-sumer-satilik/daire/145307-125
4753-17773,Şenlikköy,Bakırköy,İstanbul,22.100.000 TL,190,180,4 + 1,2,3 Katlı,Bahçe Katı,21 Yaşında,Kombi,Eşyalı Değil,,Kat Mülkiyeti,Batı,3.500 TL,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-satilik/daire/4753-17773
91887-4825,Bahçelievler,Bahçelievler,İstanbul,7.450.000 TL,90,75,2 + 1,1,5 Katlı,1. Kat,3 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney",,https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-satilik/daire/91887-4825
74716-3967,Armağanevler,Ümraniye,İstanbul,5.050.000 TL,90,80,2 + 1,1,5 Katlı,4. Kat,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-umraniye-armaganevler-satilik/daire/74716-3967
49135-2772,Bedrettin,Beyoğlu,İstanbul,5.200.000 TL,85,80,2 + 1,1,4 Katlı,Ara Kat,45 Yaşında,Kombi,Eşyalı Değil,,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-beyoglu-bedrettin-satilik/daire/49135-2772
13735-9394,Küçükbakkalköy,Ataşehir,İstanbul,9.175.000 TL,85,70,2 + 1,2,6 Katlı,2. Kat,Sıfır Bina,Kombi,Eşyalı,Boş,Kat İrtifakı,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-atasehir-kucukbakkalkoy-satilik/daire/13735-9394
62640-1400,Mehmet Akif Ersoy,Esenyurt,İstanbul,2.900.000 TL,115,100,2 + 1,2,5 Katlı,1. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu",,https://www.hepsiemlak.com/istanbul-esenyurt-mehmet-akif-ersoy-satilik/daire/62640-1400
2986-17467,Cevizli,Kartal,İstanbul,8.250.000 TL,70,55,2 + 1,1,4 Katlı,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Tapu Yok,"Kuzey, Batı",,https://www.hepsiemlak.com/istanbul-kartal-cevizli-satilik/daire/2986-17467
125847-554,Garipçe,Sarıyer,İstanbul,22.000.000 TL,320,310,5 + 2,1,3 Katlı,,50 Yaşında,Kombi,Eşyalı Değil,Boş,Müstakil Tapulu,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-sariyer-garipce-satilik/mustakil-ev/125847-554
168145-44,Ergenekon,Şişli,İstanbul,7.500.000 TL,110,90,2 + 1,1,4 Katlı,Bahçe Katı,31 Yaşında,Kombi,Eşyalı,Kiracılı,Kat Mülkiyeti,"Güney, Doğu",300 TL,https://www.hepsiemlak.com/istanbul-sisli-ergenekon-satilik/daire/168145-44
6213-15272,Bostancı,Kadıköy,İstanbul,11.000.000 TL,60,55,2 + 1,1,14 Katlı,8. Kat,2 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-kadikoy-bostanci-satilik/daire/6213-15272
7204-27969,Nişancı,Eyüpsultan,İstanbul,3.950.000 TL,100,90,2 + 1,1,3 Katlı,Bahçe Katı,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu",300 TL,https://www.hepsiemlak.com/istanbul-eyupsultan-nisanci-satilik/daire/7204-27969
9083-5065,Fatih,Büyükçekmece,İstanbul,3.300.000 TL,100,90,2 + 1,2,4 Katlı,2. Kat,30 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Güney,150 TL,https://www.hepsiemlak.com/istanbul-buyukcekmece-fatih-satilik/daire/9083-5065
36376-2980,Maltepe,Zeytinburnu,İstanbul,21.000.000 TL,152,108,3 + 1,2,9 Katlı,8. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-zeytinburnu-maltepe-satilik/daire/36376-2980
6680-24164,Ambarlı,Avcılar,İstanbul,5.500.000 TL,95,85,2 + 1,2,5 Katlı,Ara Kat,13 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,Güney,500 TL,https://www.hepsiemlak.com/istanbul-avcilar-ambarli-satilik/daire/6680-24164
31316-10019,Yeşilova,Küçükçekmece,İstanbul,6.500.000 TL,80,70,2 + 1,1,3 Katlı,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney",700 TL,https://www.hepsiemlak.com/istanbul-kucukcekmece-yesilova-satilik/daire/31316-10019
8773-2543,Bahçeşehir 2. Kısım,Başakşehir,İstanbul,6.700.000 TL,155,140,3 + 0,2,5 Katlı,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-satilik/daire/8773-2543
6056-14182,Siyavuşpaşa,Bahçelievler,İstanbul,3.900.000 TL,80,70,2 + 1,1,5 Katlı,1. Kat,35 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-satilik/daire/6056-14182
135843-126,Kemalpaşa,Bağcılar,İstanbul,1.900.000 TL,85,75,2 + 1,1,6 Katlı,3. Kat,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Hisseli Tapu,"Kuzey, Güney",,https://www.hepsiemlak.com/istanbul-bagcilar-kemalpasa-satilik/daire/135843-126
31303-141073,Etiler,Beşiktaş,İstanbul,71.000.000 TL,197,172,4 + 1,2,5 Katlı,2. Kat,16 Yaşında,Merkezi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-besiktas-etiler-satilik/daire/31303-141073
108800-159,Atalar,Kartal,İstanbul,4.900.000 TL,145,125,3 + 1,1,5 Katlı,2. Kat,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Arsa,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-kartal-atalar-satilik/daire/108800-159
36118-18220,Cevizli,Maltepe,İstanbul,6.350.000 TL,65,55,2 + 1,1,4 Katlı,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-maltepe-cevizli-satilik/daire/36118-18220
156312-187,Barbaros Hayrettin Paşa,Esenyurt,İstanbul,3.900.000 TL,101,60,1 + 1,1,15 Katlı,1. Kat,11 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Güney,3.300 TL,https://www.hepsiemlak.com/istanbul-esenyurt-barbaros-hayrettin-pasa-satilik/daire/156312-187
164638-53,Dumlupınar,Kadıköy,İstanbul,12.450.000 TL,113,76,2 + 1,2,23 Katlı,19. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Tapu Yok,"Kuzey, Güney, Doğu",5.500 TL,https://www.hepsiemlak.com/istanbul-kadikoy-dumlupinar-satilik/daire/164638-53
23474-34525,Merdivenköy,Kadıköy,İstanbul,9.600.000 TL,110,95,3 + 1,1,9 Katlı,1. Kat,31 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-kadikoy-merdivenkoy-satilik/daire/23474-34525
170565-27,Örnek,Esenyurt,İstanbul,2.295.000 TL,110,100,2 + 1,2,6 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Yabancıdan,Güney,,https://www.hepsiemlak.com/istanbul-esenyurt-ornek-satilik/daire/170565-27
170059-1,Cevatpaşa,Bayrampaşa,İstanbul,10.250.000 TL,130,120,3 + 1,1,5 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Doğu, Batı",650 TL,https://www.hepsiemlak.com/istanbul-bayrampasa-cevatpasa-satilik/daire/170059-1
141321-297,Çırçır,Eyüpsultan,İstanbul,7.400.000 TL,85,80,2 + 1,1,10 Katlı,3. Kat,5 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Batı",800 TL,https://www.hepsiemlak.com/istanbul-eyupsultan-circir-satilik/daire/141321-297
169385-16,Yenimahalle,Bağcılar,İstanbul,7.250.000 TL,90,80,2 + 1,1,17 Katlı,14. Kat,26 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu",4.500 TL,https://www.hepsiemlak.com/istanbul-bagcilar-yenimahalle-satilik/daire/169385-16
138068-1177,Caddebostan,Kadıköy,İstanbul,43.500.000 TL,180,140,4 + 1,2,12 Katlı,1. Kat,1 Yaşında,Yerden Isıtma,Eşyalı Değil,Boş,İntifa Hakkı Te...,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-satilik/daire/138068-1177
6060-44270,Altıntepe,Maltepe,İstanbul,20.000.000 TL,165,143,3 + 2,2,5 Katlı,5. Kat,Sıfır Bina,Merkezi,Eşyalı Değil,Boş,Tapu Yok,Batı,1.500 TL,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/6060-44270
145404-774,Safa,Sancaktepe,İstanbul,5.400.000 TL,125,110,3 + 1,2,4 Katlı,Giriş Katı,11 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney",150 TL,https://www.hepsiemlak.com/istanbul-sancaktepe-safa-satilik/daire/145404-774
142540-270,Abdurrahmangazi,Sancaktepe,İstanbul,6.900.000 TL,145,135,3 + 1,2,4 Katlı,4. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Yabancıdan,Güney,300 TL,https://www.hepsiemlak.com/istanbul-sancaktepe-abdurrahmangazi-satilik/daire/142540-270
132217-664,Cumhuriyet,Beylikdüzü,İstanbul,3.599.000 TL,165,150,3 + 1,2,20 Katlı,Ara Kat,4 Yaşında,Kombi,Eşyalı,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",1.000 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-satilik/daire/132217-664
9842-6041,Feyzullah,Maltepe,İstanbul,10.250.000 TL,120,96,3 + 1,2,4 Katlı,3. Kat,30 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-maltepe-feyzullah-satilik/daire/9842-6041
43490-136,Boyalık,Arnavutköy,İstanbul,54.000.000 TL,370,350,4 + 1,3,2 Katlı,,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",2.500 TL,https://www.hepsiemlak.com/istanbul-arnavutkoy-boyalik-satilik/villa/43490-136
76905-541,Tuna,Esenler,İstanbul,1.900.000 TL,70,65,1 + 1,1,3 Katlı,3. Kat,30 Yaşında,Kombi,Eşyalı Değil,Boş,Hisseli Tapu,Güney,,https://www.hepsiemlak.com/istanbul-esenler-tuna-satilik/daire/76905-541
79202-1383,Ünalan,Üsküdar,İstanbul,15.600.000 TL,150,115,3 + 1,1,5 Katlı,3. Kat,21 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Kuzey, Doğu",,https://www.hepsiemlak.com/istanbul-uskudar-unalan-satilik/daire/79202-1383
165552-15,Kirazlı,Bağcılar,İstanbul,6.450.000 TL,90,82,2 + 1,1,12 Katlı,5. Kat,2 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-bagcilar-kirazli-satilik/daire/165552-15
169395-86,Yenimahalle,Bağcılar,İstanbul,3.600.000 TL,120,100,2 + 1,1,6 Katlı,1. Kat,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney",,https://www.hepsiemlak.com/istanbul-bagcilar-yenimahalle-satilik/daire/169395-86
153700-996,Atatürk,Ataşehir,İstanbul,35.000.000 TL,189,140,3 + 1,2,30 Katlı,21 ve üzeri,11 Yaşında,VRV,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-atasehir-ataturk-satilik/daire/153700-996
162634-584,Uğur Mumcu,Kartal,İstanbul,6.750.000 TL,139,109,3 + 1,1,5 Katlı,1. Kat,26 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Kuzey, Güney",,https://www.hepsiemlak.com/istanbul-kartal-ugur-mumcu-satilik/daire/162634-584
133162-993,Saadetdere,Esenyurt,İstanbul,2.790.000 TL,65,55,1 + 1,1,4 Katlı,Yüksek Giriş,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",300 TL,https://www.hepsiemlak.com/istanbul-esenyurt-saadetdere-satilik/daire/133162-993
130678-522,Yeni Mahalle,Küçükçekmece,İstanbul,5.250.000 TL,80,75,2 + 1,1,3 Katlı,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,250 TL,https://www.hepsiemlak.com/istanbul-kucukcekmece-yeni-mahalle-satilik/daire/130678-522
136321-845,Sultan Selim,Kağıthane,İstanbul,3.600.000 TL,145,130,3 + 1,2,5 Katlı,Yüksek Giriş,38 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Yabancıdan,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-satilik/daire/136321-845
160909-82,Sultan Murat,Küçükçekmece,İstanbul,3.650.000 TL,85,80,2 + 1,1,4 Katlı,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,200 TL,https://www.hepsiemlak.com/istanbul-kucukcekmece-sultan-murat-satilik/daire/160909-82
165938-24,Cumhuriyet,Bahçelievler,İstanbul,5.550.000 TL,75,60,2 + 1,1,6 Katlı,6. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Doğu,,https://www.hepsiemlak.com/istanbul-bahcelievler-cumhuriyet-satilik/daire/165938-24
169504-16,Çavuş,Şile,İstanbul,9.500.000 TL,107,83,3 + 1,2,5 Katlı,2. Kat,4 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-sile-cavus-satilik/daire/169504-16
108361-554,Fevzi Çakmak,Küçükçekmece,İstanbul,3.550.000 TL,120,115,3 + 1,1,6 Katlı,3. Kat,26 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Arsa,"Doğu, Batı",,https://www.hepsiemlak.com/istanbul-kucukcekmece-fevzi-cakmak-satilik/daire/108361-554
45672-742,Merkez,Gaziosmanpaşa,İstanbul,3.600.000 TL,100,85,2 + 1,1,5 Katlı,Bahçe Katı,21 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-merkez-satilik/daire/45672-742
150233-63,Esatpaşa,Ataşehir,İstanbul,4.450.000 TL,85,70,2 + 1,1,4 Katlı,Bahçe Katı,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Doğu,300 TL,https://www.hepsiemlak.com/istanbul-atasehir-esatpasa-satilik/daire/150233-63
155822-99,Üçevler,Esenyurt,İstanbul,3.439.999 TL,110,100,2 + 1,1,5 Katlı,4. Kat,11 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",200 TL,https://www.hepsiemlak.com/istanbul-esenyurt-ucevler-satilik/daire/155822-99
153572-125,Mimar Sinan,Üsküdar,İstanbul,7.150.000 TL,80,65,2 + 1,1,5 Katlı,4. Kat,11 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,Güney,650 TL,https://www.hepsiemlak.com/istanbul-uskudar-mimar-sinan-satilik/daire/153572-125
145446-851,Nine Hatun,Esenler,İstanbul,2.250.000 TL,80,75,2 + 1,1,7 Katlı,Yüksek Giriş,30 Yaşında,Doğalgaz Sobası,Eşyalı Değil,Kiracılı,Hisseli Tapu,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-esenler-nine-hatun-satilik/daire/145446-851
